ts_event,integrated_ofi,multi_ofi,ofi,mid_price,returns
2024-10-21 11:54:55+00:00,399,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:54:56+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:54:57+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:54:58+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:54:59+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:00+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:01+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:02+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:03+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:04+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:05+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:06+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:07+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:08+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:09+00:00,2,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:10+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:11+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:12+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:13+00:00,400,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:14+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:15+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:16+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:17+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:18+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:19+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:20+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:21+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:22+00:00,400,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:23+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:24+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:25+00:00,0,0.0,0.0,233.70499999999998,0.0
2024-10-21 11:55:26+00:00,-200,0.0,0.0,233.7,-2.1394493057491637e-05
2024-10-21 11:55:27+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:55:28+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:55:29+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:55:30+00:00,403,0.0,0.0,233.7,0.0
2024-10-21 11:55:31+00:00,-3,0.0,0.0,233.7,0.0
2024-10-21 11:55:32+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:55:33+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:55:34+00:00,-139,0.0,0.0,233.7,0.0
2024-10-21 11:55:35+00:00,-205,0.0,0.0,233.635,-0.0002781343602910047
2024-10-21 11:55:36+00:00,0,0.0,0.0,233.635,0.0
2024-10-21 11:55:37+00:00,0,0.0,0.0,233.635,0.0
2024-10-21 11:55:38+00:00,0,0.0,0.0,233.64,2.140090311808507e-05
2024-10-21 11:55:39+00:00,0,0.0,0.0,233.64,0.0
2024-10-21 11:55:40+00:00,0,0.0,0.0,233.64,0.0
2024-10-21 11:55:41+00:00,0,0.0,0.0,233.64,0.0
2024-10-21 11:55:42+00:00,0,0.0,0.0,233.64,0.0
2024-10-21 11:55:43+00:00,0,0.0,0.0,233.64,0.0
2024-10-21 11:55:44+00:00,2,0.0,0.0,233.645,2.140044512932704e-05
2024-10-21 11:55:45+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:46+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:47+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:48+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:49+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:50+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:51+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:52+00:00,0,0.0,0.0,233.645,0.0
2024-10-21 11:55:53+00:00,1,0.0,0.0,233.645,0.0
2024-10-21 11:55:54+00:00,199,0.0,0.0,233.655,4.2799974319995826e-05
2024-10-21 11:55:55+00:00,200,0.0,0.0,233.655,0.0
2024-10-21 11:55:56+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:55:57+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:55:58+00:00,200,0.0,0.0,233.655,0.0
2024-10-21 11:55:59+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:00+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:01+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:02+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:03+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:04+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:05+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:06+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:07+00:00,2,0.0,0.0,233.655,0.0
2024-10-21 11:56:08+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:09+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:10+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 11:56:11+00:00,198,0.0,0.0,233.66,2.1399071280292503e-05
2024-10-21 11:56:12+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:13+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:14+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:15+00:00,-202,0.0,0.0,233.66,0.0
2024-10-21 11:56:16+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:17+00:00,-2,0.0,0.0,233.66,0.0
2024-10-21 11:56:18+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:19+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:20+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:21+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:22+00:00,0,0.0,0.0,233.66,0.0
2024-10-21 11:56:23+00:00,601,0.0,0.0,233.66500000000002,2.139861336991622e-05
2024-10-21 11:56:24+00:00,200,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:25+00:00,-200,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:26+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:27+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:28+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:29+00:00,-1,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:30+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:31+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:32+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:33+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:34+00:00,-200,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:35+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:36+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:37+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:38+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:39+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:40+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:41+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:42+00:00,200,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:43+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:44+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:45+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:46+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:47+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:48+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:49+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:50+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:51+00:00,200,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:52+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:53+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:54+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:55+00:00,-200,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:56+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:57+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:58+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:56:59+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:00+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:01+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:02+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:03+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:04+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:05+00:00,0,0.0,0.0,233.66500000000002,0.0
2024-10-21 11:57:06+00:00,1,0.0,0.0,233.70999999999998,0.00019258339931083057
2024-10-21 11:57:07+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:08+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:09+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:10+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:11+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:12+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:13+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:14+00:00,2,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:15+00:00,-200,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:16+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:17+00:00,-200,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:18+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:19+00:00,0,0.0,0.0,233.70999999999998,0.0
2024-10-21 11:57:20+00:00,-20,0.0,0.0,233.695,-6.418210602876506e-05
2024-10-21 11:57:21+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:22+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:23+00:00,-402,0.0,0.0,233.625,-0.0002995357196345916
2024-10-21 11:57:24+00:00,0,0.0,0.0,233.625,0.0
2024-10-21 11:57:25+00:00,400,0.0,0.0,233.63,2.140181915466499e-05
2024-10-21 11:57:26+00:00,200,0.0,0.0,233.63,0.0
2024-10-21 11:57:27+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:28+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:29+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:30+00:00,200,0.0,0.0,233.63,0.0
2024-10-21 11:57:31+00:00,-500,0.0,0.0,233.63,0.0
2024-10-21 11:57:32+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:33+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:34+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:35+00:00,0,0.0,0.0,233.63,0.0
2024-10-21 11:57:36+00:00,-180,0.0,0.0,233.64,4.280272225298809e-05
2024-10-21 11:57:37+00:00,1,0.0,0.0,233.695,0.0002354048964219313
2024-10-21 11:57:38+00:00,200,0.0,0.0,233.695,0.0
2024-10-21 11:57:39+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:40+00:00,-1,0.0,0.0,233.695,0.0
2024-10-21 11:57:41+00:00,-200,0.0,0.0,233.695,0.0
2024-10-21 11:57:42+00:00,600,0.0,0.0,233.695,0.0
2024-10-21 11:57:43+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:44+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:45+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:46+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:47+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:48+00:00,205,0.0,0.0,233.695,0.0
2024-10-21 11:57:49+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:50+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:51+00:00,-201,0.0,0.0,233.695,0.0
2024-10-21 11:57:52+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:53+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:54+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:55+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:56+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:57+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:57:58+00:00,-200,0.0,0.0,233.695,0.0
2024-10-21 11:57:59+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:00+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:01+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:02+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:03+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:04+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:05+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:06+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:07+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:08+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:09+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:10+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:11+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:12+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:13+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:14+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:15+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:16+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:17+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:18+00:00,2,0.0,0.0,233.695,0.0
2024-10-21 11:58:19+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:20+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:21+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:22+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:23+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:24+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:25+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:26+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:27+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:28+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:29+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:30+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:31+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:32+00:00,200,0.0,0.0,233.695,0.0
2024-10-21 11:58:33+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:34+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:35+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:36+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:37+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:38+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:39+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:40+00:00,-3,0.0,0.0,233.695,0.0
2024-10-21 11:58:41+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:42+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:43+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:44+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:45+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:46+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:47+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:48+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:49+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:50+00:00,-400,0.0,0.0,233.695,0.0
2024-10-21 11:58:51+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:52+00:00,0,0.0,0.0,233.695,0.0
2024-10-21 11:58:53+00:00,285,0.0,0.0,233.725,0.00012837245127195196
2024-10-21 11:58:54+00:00,-480,0.0,0.0,233.7,-0.00010696331158410732
2024-10-21 11:58:55+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:58:56+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:58:57+00:00,0,0.0,0.0,233.7,0.0
2024-10-21 11:58:58+00:00,-525,0.0,0.0,233.735,0.00014976465554150664
2024-10-21 11:58:59+00:00,-276,0.0,0.0,233.71,-0.00010695873531996192
2024-10-21 11:59:00+00:00,-196,0.0,0.0,233.71,0.0
2024-10-21 11:59:01+00:00,-3,0.0,0.0,233.71,0.0
2024-10-21 11:59:02+00:00,200,0.0,0.0,233.71,0.0
2024-10-21 11:59:03+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:04+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:05+00:00,200,0.0,0.0,233.71,0.0
2024-10-21 11:59:06+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:07+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:08+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:09+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:10+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:11+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:12+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:13+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:14+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:15+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:16+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:17+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:18+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:19+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:20+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:21+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:22+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:23+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:24+00:00,-200,0.0,0.0,233.71,0.0
2024-10-21 11:59:25+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:26+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:27+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:28+00:00,0,0.0,0.0,233.71,0.0
2024-10-21 11:59:29+00:00,-601,0.0,0.0,233.71,0.0
2024-10-21 11:59:30+00:00,200,0.0,0.0,233.715,2.1394035342847673e-05
2024-10-21 11:59:31+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:32+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:33+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:34+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:35+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:36+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:37+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:38+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:39+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:40+00:00,1,0.0,0.0,233.715,0.0
2024-10-21 11:59:41+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:42+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:43+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:44+00:00,200,0.0,0.0,233.715,0.0
2024-10-21 11:59:45+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:46+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:47+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:48+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:49+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:50+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:51+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:52+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:53+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:54+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:55+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:56+00:00,-199,0.0,0.0,233.715,0.0
2024-10-21 11:59:57+00:00,201,0.0,0.0,233.715,0.0
2024-10-21 11:59:58+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 11:59:59+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 12:00:00+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 12:00:01+00:00,200,0.0,0.0,233.715,0.0
2024-10-21 12:00:02+00:00,399,0.0,0.0,233.715,0.0
2024-10-21 12:00:03+00:00,400,0.0,0.0,233.715,0.0
2024-10-21 12:00:04+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 12:00:05+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 12:00:06+00:00,0,0.0,0.0,233.715,0.0
2024-10-21 12:00:07+00:00,-197,0.0,0.0,233.655,-0.0002567229317759212
2024-10-21 12:00:08+00:00,-1,0.0,0.0,233.655,0.0
2024-10-21 12:00:09+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:10+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:11+00:00,200,0.0,0.0,233.655,0.0
2024-10-21 12:00:12+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:13+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:14+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:15+00:00,-403,0.0,0.0,233.655,0.0
2024-10-21 12:00:16+00:00,200,0.0,0.0,233.655,0.0
2024-10-21 12:00:17+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:18+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:19+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:20+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:21+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:22+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:23+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:24+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:25+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:26+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:27+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:28+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:29+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:30+00:00,200,0.0,0.0,233.655,0.0
2024-10-21 12:00:31+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:32+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:33+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:34+00:00,202,0.0,0.0,233.655,0.0
2024-10-21 12:00:35+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:36+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:37+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:38+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:39+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:40+00:00,-802,0.0,0.0,233.655,0.0
2024-10-21 12:00:41+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:42+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:43+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:44+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:45+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:46+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:47+00:00,0,0.0,0.0,233.655,0.0
2024-10-21 12:00:48+00:00,0,0.0,0.0,233.655,0.0
